take,split,frame_id,relationship_count,table_relation_count,tool_relation_count,active_use_relation_count,instrument_state,drill_state,hammer_state,saw_state,next_action,next_action_seconds,robot_phase,sterility_breach_count,sterility_breach_details,table_relations,tool_relations,active_use_relations
001_PKA,train,000377,3,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000378,3,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000379,3,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000380,3,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000381,3,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000382,3,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000383,3,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000384,3,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000385,5,3,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000386,5,3,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000387,5,3,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000388,5,3,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000389,5,3,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000390,5,3,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000391,6,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000392,7,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000393,7,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000394,7,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000395,7,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000396,7,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000397,7,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000398,6,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000399,6,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000400,6,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000401,6,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000402,6,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000403,6,3,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000404,5,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000405,5,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000406,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000407,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000408,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000409,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000410,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000411,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000412,1,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000413,1,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000414,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000415,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000416,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000417,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000418,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000419,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000420,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000421,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000422,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000423,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000424,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000425,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000426,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000427,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000428,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000429,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000430,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000431,6,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000432,6,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000433,7,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000434,7,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000435,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","mps,instrument,holding | nurse,instrument,holding",
001_PKA,train,000436,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","mps,instrument,holding | nurse,instrument,holding",
001_PKA,train,000437,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","mps,instrument,holding | nurse,instrument,holding",
001_PKA,train,000438,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","mps,instrument,holding | nurse,instrument,holding",
001_PKA,train,000439,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","mps,instrument,holding | nurse,instrument,holding",
001_PKA,train,000440,8,2,3,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | mps,instrument,holding | nurse,instrument,holding",
001_PKA,train,000441,7,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000442,6,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000443,6,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000444,5,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000445,5,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000446,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000447,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000448,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000449,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000450,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000451,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000452,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000453,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000454,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000455,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000456,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000457,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000458,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000459,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000460,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000461,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000462,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000463,6,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000464,5,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000465,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000466,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000467,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000468,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000469,5,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000470,6,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000471,6,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000472,5,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000473,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000474,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000475,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000476,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000477,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000478,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000479,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000480,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000481,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000482,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000483,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000484,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000485,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000486,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000487,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000488,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000489,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000490,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000491,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000492,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000493,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000494,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000495,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000496,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000497,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000498,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000499,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000500,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000501,4,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000502,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000503,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000504,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000505,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000506,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000507,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000508,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000509,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000510,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000511,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000512,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000513,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000514,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000515,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000516,4,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000517,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000518,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000519,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000520,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000521,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000522,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000523,7,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000524,7,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000525,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000526,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000527,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000528,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000529,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000530,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000531,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000532,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000533,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000534,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000535,5,3,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000536,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding",
001_PKA,train,000537,3,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding",
001_PKA,train,000538,1,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000539,1,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000540,1,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000541,1,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000542,1,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000543,1,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000544,1,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000545,3,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000546,3,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000547,3,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000548,3,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000549,3,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000550,4,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000551,4,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000552,4,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000553,4,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000554,4,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000555,4,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000556,2,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000557,3,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000558,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000559,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,preparing",,
001_PKA,train,000560,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding",
001_PKA,train,000561,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding",
001_PKA,train,000562,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding",
001_PKA,train,000563,5,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000564,2,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000565,2,2,0,0,none,none,none,none,,,,0,,"mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000566,4,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000567,4,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
001_PKA,train,000568,4,3,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | mps,instrument_table,closeTo | nurse,instrument_table,preparing",,
